          Jan      Feb      Mar      Apr      May      Jun      Jul      Aug      Sep      Oct      Nov      Dec
1995   0.3229   0.3447   0.4157   0.4617   0.6211   0.7418   0.6735   0.5593   0.4227   0.4542   0.5217   0.4165
1996   0.3779   0.3547   0.3437   0.3977   0.2871   0.2568   0.2575   0.3703   0.3697   0.2112   0.2237   0.2225
1997   0.2999   0.3537   0.4097   0.3987   0.3951   0.3908   0.4245   0.3963   0.4827   0.5082   0.4517   0.5115
1998   0.5239   0.6837   0.7287   0.6847   0.7421   0.8748   0.8545   0.8963   0.7887   0.7432   0.7207   0.6625
1999   0.4469   0.4527   0.4787   0.4487   0.5231   0.5688   0.5685   0.6933   0.5637   0.3812   0.3577   0.4005
2000   0.3159   0.3597   0.5157   0.4417   0.4691   0.3728   0.4455   0.4923   0.4837   0.3262   0.3557   0.2615
2001   0.2749   0.3737   0.4297   0.3897   0.3571   0.5918   0.5105   0.5703   0.6707   0.6202   0.5677   0.6045
2002   0.5859   0.5687   0.5627   0.4317   0.3211   0.2798   0.3125   0.5013   0.4677   0.4832   0.4337   0.3985
2003   0.4579   0.3937   0.5337   0.4867   0.5231   0.6048   0.6575   0.8133   0.8427   0.8012   0.6407   0.6215
2004   0.6209   0.6187   0.5817   0.5187   0.3801   0.5798   0.6115   0.7173   0.6337   0.6202   0.6407   0.5865
2005   0.5239   0.5377   0.7107   0.7057   0.6711   0.7318   0.8335   0.8433   0.8147   0.6182   0.5627   0.6185
2006   0.5399   0.4897   0.4897   0.6137   0.6891   0.7408   0.7645   0.8073   0.7627   0.7172   0.7147   0.5765
2007   0.5899   0.6347   0.5597   0.5777   0.4951   0.4988   0.5215   0.4643   0.4997   0.5442   0.6047   0.5195
2008   0.4519   0.5487   0.5937   0.4647   0.5581   0.6698   0.6015   0.5873   0.6037   0.4912   0.4327   0.4295
2009   0.3659   0.2597   0.2777   0.2937   0.3281   0.5378   0.6265   0.5673   0.4647   0.5562   0.5037   0.4965
2010   0.4669   0.6037   0.7277   0.8527   0.8511   0.8668   0.8515   0.9433   0.8597   0.7182   0.6727   0.6245
2011   0.5739   0.5367   0.4987   0.5217   0.5461   0.5998   0.4955   0.5673   0.5577   0.4602   0.3687   0.3745
2012   0.3679   0.4357   0.4717   0.5127   0.5611   0.7248   0.7815   0.8543   0.8637   0.7292   0.6077   0.5635
2013   0.5639   0.5497   0.6067   0.5717   0.5011   0.4738   0.5995   0.6203   0.6737   0.7502   0.5737   0.4615
2014   0.3759   0.3947   0.3707   0.3447   0.4011   0.4928   0.6335   0.7633   0.7317   0.6972   0.5127   0.4865
2015   0.4329   0.4357   0.3257   0.3697   0.4501   0.4618   0.5465   0.6093   0.7237   0.7332   0.6367   0.6595
2016   0.6749   0.5977   0.6457   0.6207   0.7521   0.8448   0.8495   0.8903   0.8847   0.7912   0.8437   0.7675
2017   0.6719   0.6717   0.6277   0.7297   0.7251   0.7468   0.7225   0.7463   0.7797   0.8472   0.8077   0.7995
2018   0.6219   0.5107   0.5947   0.5127   0.4131   0.4298   0.4405   0.5523   0.5947   0.5602   0.3387   0.3785
2019   0.4369   0.5317   0.5867   0.5757   0.5041   0.6178   0.7785   0.7803   0.6807   0.5782   0.5717   0.6065
2020   0.5509   0.8097   0.8367   0.8247   0.6861   0.7188   0.7925   0.8933   0.7577   0.7342   0.6007   0.6295
2021   0.6069   0.6187   0.6067   0.5357   0.5171   0.6118   0.6645   0.7163   0.8657   0.9232   0.9357   0.7225
2022   0.6599   0.6157   0.5057   0.5947   0.6451   0.6748   0.5935   0.8323   1.1287   0.9342   0.7757   0.6915
2023   0.6789
